number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
93,1138.8237137659805,5.453572923101729,0.4019893801075143,rmse,0.004468803876258551,0.03749111112201949,0.01400493932820616,11,56,0.6373841978731798,COMPLETE
94,1135.2198982596924,4.302636724160351,0.4440447650390931,rmse,0.013555789334779392,0.07321796014016815,0.021440601026079996,10,91,0.9650917760473523,COMPLETE
95,1136.1812494333706,2.6876902570082093,0.4464045692958073,rmse,0.014616662978576493,0.10318810161773585,0.030257962331720963,10,90,0.9767052674784659,COMPLETE
96,1136.2840746716518,6.990055990324211,0.44719239401684546,rmse,0.010961617407666296,0.11196713774619237,0.04012994314462827,8,90,0.9825334615624033,COMPLETE
97,1136.6105246101095,4.502902115762321,0.47219488582342595,rmse,0.03586617367608748,0.09462750222374255,0.03210879705251346,10,83,0.9611488546476181,COMPLETE
98,1140.0839243426824,2.9034346278649843,0.4488837797308287,rmse,0.017496672418284825,5.426797082579021,0.021295835423266473,7,76,0.9731532725242563,COMPLETE
99,1140.2754056865701,4.2174263767775315,0.47813328401605876,rmse,0.01405494363473131,0.16029976082650127,0.05257948171359327,9,101,0.939624092953008,COMPLETE
100,1144.326417413861,1.165454589804716,0.5050848319825799,rmse,0.024470680689637904,0.29808490370238266,0.030290560949634893,11,15,0.9571808695003282,COMPLETE
101,1136.3185009848078,7.180530523228641,0.44610101074915554,rmse,0.011250632970849609,0.07308874792745108,0.04404071653367127,7,91,0.9856825355628127,COMPLETE
102,1140.7125600518423,8.036561071258593,0.39073683964615585,rmse,0.010568615031084715,0.12053689626344295,0.07024977641512005,8,93,0.9834285253515208,COMPLETE
103,1137.4533683822217,5.921773679228238,0.4261991231827339,rmse,0.0033486123057653748,0.09764862978560292,0.03892477660094889,10,63,0.9990802285699345,COMPLETE
104,1140.525291737559,2.501100072727104,0.4594754765607794,rmse,0.004909717189527783,0.23800301234707452,0.034446247225639465,11,53,0.9181001094267882,COMPLETE
105,1135.948778958118,3.1946793272321017,0.526791015909707,rmse,0.014706252577490902,0.05058599524867794,0.027312374889608842,9,77,0.9736948026090786,COMPLETE
106,1137.2802145982716,3.103510888202585,0.5309737369237936,rmse,0.014716089883670862,0.05066974973290587,0.017723659371137984,9,72,0.935025981513576,COMPLETE
107,1135.5364859354318,2.139774421270301,0.3825228982861107,rmse,0.026901377451717435,0.01990370140969713,0.022632479993869248,10,81,0.9689326335816707,COMPLETE
